date,1-7_a,10-15_a,10-4_a,10-5_a,10-6_a,11-12_a,11-13_a,11-7_a,12-14_a,13-12_a,13-14_a,14-15_a,14-9_a,15-10-1_a,15-10-2_a,15-16_a,15-17_a,15-6_a,16-15_a,17-16_a,17-18_a,19-18_a,2-3_a,20-15_a,20-17-1_a,20-17-2_a,20-19_a,21-11_a,21-13_a,21-14_a,21-15_a,21-20_a,23-21_a,23-22_a,24-23_a,5-6_a,6-5-1_a,6-5-2_a,7-2_a,7-8_a,8-2_a,8-9_a,9-10_a,9-3_a,sea_a
2018/2/21,-20164000,-89000000,39500000,26100000,-3670000,92000000,374000000,51500000,-116000000,-190000000,-98800000,-532000000,322000000,-86100000,-175000000,60500000,242000000,32700000,24380000,-17700000,-90700000,127100000,19690000,18500000,-6300000,-317000000,169700000,548000000,-651000000,28400000,679000000,-81000000,576200000,3615290,595100000,34300000,23600000,19950000,1353000,8660000,24560000,-46700000,253000000,2100000,629900000
2018/2/22,-40375390,-75000000,49200000,22200000,3450000,133000000,217000000,78300000,-102000000,-212000000,-176500000,-394000000,326000000,-55400000,-155000000,50100000,236000000,46200000,23140000,1700000,-52200000,108700000,17280000,3500000,19000000,-271000000,176500000,466000000,-589000000,240600000,596000000,-1000000,779900000,6436420,806800000,37900000,39100000,17980000,2870000,3660000,27120000,-59500000,233000000,11000000,849700000
2018/2/23,-53544710,-54000000,55100000,28100000,9140000,235000000,202000000,102000000,-19000000,-230000000,-79900000,-230000000,305000000,-32600000,-112000000,71500000,227000000,45300000,23810000,-13200000,-16800000,88200000,16750000,500000,34900000,-255000000,175100000,577000000,-497000000,203100000,492000000,36000000,880000000,9236140,911700000,41500000,39900000,19520000,6557000,7870000,32400000,-60800000,205000000,15500000,955700000
2018/2/24,-47004500,-57000000,49900000,30700000,7420000,267000000,36000000,96300000,5000000,-242000000,20000000,-178000000,255000000,-23800000,-93000000,79900000,154000000,33400000,30590000,-19400000,-9000000,65400000,18440000,15900000,26500000,-179000000,133500000,432000000,-244000000,78900000,365000000,63000000,752000000,8097150,781400000,35500000,25600000,18800000,7458000,12550000,32800000,-51600000,168000000,15100000,816400000
2018/2/25,-15934000,-67000000,16800000,22000000,-2840000,273000000,-32000000,28900000,-11000000,-275000000,-50000000,-260000000,163000000,-47000000,-112000000,48500000,79000000,5500000,20500000,-16800000,-25200000,48100000,8720000,35300000,10400000,-120000000,75500000,283000000,-289000000,-28600000,256000000,27000000,266700000,3143700,282100000,17300000,-3000000,11790000,2524000,-230000,13870000,-24900000,135000000,-5400000,297000000
2018/2/26,24200700,-99000000,-53100000,14900000,-19870000,221000000,81000000,-62500000,-62000000,-293000000,-157000000,-482000000,59000000,-99700000,-185000000,-1200000,8000000,-36000000,2830000,-9500000,-70200000,42600000,-6390000,66500000,-16200000,-86000000,9900000,224000000,-537000000,-214800000,183000000,-55000000,-425600000,-2934600,-429600000,-3400000,-44100000,3120000,-6235000,-17570000,-13880000,14200000,118000000,-34200000,-437700000
2018/2/27,65556000,-154000000,-87300000,12700000,-34410000,142000000,279000000,-119100000,-143000000,-303000000,-155400000,-708000000,25000000,-146400000,-254000000,-24800000,-13000000,-66500000,-1470000,-500000,-127900000,60800000,-550000,80000000,-52200000,-91000000,-25000000,274000000,-748000000,-405500000,256000000,-146000000,-817100000,-5291900,-833600000,-20700000,-79900000,-4430000,-9932000,-14650000,-17400000,32600000,119000000,-44100000,-859200000
2018/2/28,54142900,-186000000,-84100000,23100000,-43630000,-31000000,467000000,-128900000,-289000000,-286000000,-122000000,-830000000,52000000,-177500000,-290000000,1800000,97000000,-84200000,13020000,-29200000,-165600000,93000000,6590000,72000000,-79800000,-252000000,3600000,265000000,-890000000,-397600000,443000000,-343000000,-998300000,-12093240,-1033100000,-23400000,-102400000,-5370000,-7074000,-28310000,-8060000,23800000,152000000,-48200000,-1078100000
2018/3/1,28365200,-215000000,-58800000,38800000,-40710000,73000000,633000000,-70000000,-261000000,-359000000,-139600000,-1049000000,92000000,-185600000,-321000000,22800000,286000000,-72300000,18810000,-34700000,-183400000,126400000,17470000,35000000,-94100000,-450000000,61500000,594000000,-1149000000,-592000000,904000000,-528000000,-846900000,-6791670,-878900000,-9000000,-94300000,-410000,-206000,-8580000,7050000,33500000,205000000,-50500000,-929900000
2018/3/2,16279600,-275000000,-34900000,62200000,-39480000,533000000,864000000,7100000,-234000000,-787000000,366900000,-1077000000,170000000,-210400000,-400000000,-54400000,354000000,-65000000,12180000,44000000,-226600000,184100000,28090000,73000000,-107700000,-463000000,134000000,1364000000,-1302000000,-1071900000,857000000,-437000000,-659300000,-4479590,-691500000,6400000,-90800000,7970000,5206000,42640000,20440000,57500000,299000000,-46100000,-738100000
2018/3/3,4866300,-213000000,-6200000,55900000,-26680000,188000000,864000000,-2600000,-318000000,-513000000,7300000,-1027000000,252000000,-168700000,-309000000,6200000,319000000,-39100000,24260000,9600000,-191100000,181200000,29100000,17900000,-83800000,-426000000,169200000,1034000000,-1378000000,-477500000,991000000,-349000000,-208600000,-1565300,-224300000,16200000,-59300000,14060000,2875000,8500000,26160000,-9900000,280000000,-30600000,-251100000
2018/3/4,-1649800,-200000000,6300000,48200000,-23540000,161000000,697000000,26600000,-239000000,-399000000,-16500000,-1082000000,258000000,-152400000,-283000000,65300000,457000000,-18000000,35570000,-28800000,-177000000,182100000,29180000,-1400000,-69800000,-591000000,189500000,885000000,-1112000000,-567000000,1320000000,-467000000,61600000,-126200,57700000,21000000,-38200000,16130000,3289000,19780000,26650000,-12900000,267000000,-24400000,54500000
2018/3/5,-6246100,-160000000,16400000,39500000,-17890000,21000000,573000000,20800000,-257000000,-271000000,-44700000,-700000000,296000000,-133600000,-242000000,56900000,338000000,-500000,29720000,-19400000,-144000000,158000000,25070000,-22400000,-46100000,-443000000,175600000,630000000,-883000000,-90600000,884000000,-309000000,259500000,1267900,267900000,24700000,-17900000,17800000,1162000,3620000,25420000,-37900000,263000000,-15300000,284100000
2018/3/6,-11178400,-120000000,24300000,27500000,-11700000,-8000000,306000000,25800000,-199000000,-181000000,-103900000,-632000000,299000000,-103900000,-209000000,80400000,331000000,18400000,33800000,-35000000,-106100000,126100000,20730000,-800000,-20600000,-435000000,150500000,345000000,-580000000,-12700000,854000000,-271000000,374000000,2173800,387400000,27900000,5200000,18530000,454000,-570000,23330000,-45400000,247000000,-6500000,414600000
2018/3/7,-19196300,-81000000,32800000,18100000,-1450000,160000000,300000000,43400000,-89000000,-233000000,-193700000,-409000000,288000000,-63000000,-171000000,49000000,174000000,34100000,20900000,-10600000,-60000000,94400000,16130000,13000000,10100000,-230000000,134000000,533000000,-715000000,183900000,505000000,-22000000,534500000,3546220,552800000,31600000,27500000,18250000,707000,3070000,21270000,-46800000,220000000,3000000,585600000
2018/3/8,-29777800,-62000000,34500000,21100000,6620000,252000000,-77000000,59900000,-14000000,-249000000,-54200000,-212000000,229000000,-30100000,-112000000,53100000,127000000,28100000,16490000,-14300000,-15400000,58300000,12830000,12600000,34700000,-164000000,109200000,265000000,-215000000,109000000,336000000,47000000,595900000,5207460,617900000,30400000,26200000,15440000,1834000,4430000,19990000,-43500000,159000000,8000000,651700000
2018/3/9,-33486900,-49000000,31800000,24600000,9770000,297000000,-242000000,73700000,32000000,-249000000,34700000,-70000000,165000000,-12100000,-68000000,67600000,59000000,17700000,17010000,-28400000,16100000,28700000,10250000,23100000,40800000,-89000000,83600000,153000000,38000000,48700000,163000000,111000000,557000000,5826940,577900000,26600000,18200000,12980000,4352000,13750000,18860000,-28500000,112000000,9600000,606700000
2018/3/10,-28556500,-35000000,27300000,23300000,5440000,213000000,-3000000,63300000,39000000,-160000000,93900000,-30000000,115000000,-6800000,-28000000,54200000,13000000,16100000,17190000,-18500000,23200000,12300000,7720000,22800000,31100000,-20000000,55200000,292000000,-54000000,-34400000,91000000,130000000,460000000,4988960,478300000,21900000,11400000,12030000,4785000,11910000,15880000,-23300000,69000000,10000000,501000000
2018/3/11,-15936000,-36000000,10400000,17800000,-340000,125000000,182000000,31200000,24000000,-96000000,-13200000,-66000000,71000000,-13500000,-30000000,37300000,-20000000,4700000,12650000,-15200000,16100000,4400000,5250000,16000000,22000000,9000000,29600000,349000000,-287000000,3600000,60000000,98000000,242000000,2508020,253100000,12100000,-1800000,8270000,2748000,2650000,10030000,-17700000,41000000,5000000,265000000
2018/3/12,355100,-55000000,-9000000,16800000,-4060000,176000000,26000000,-5500000,2000000,-173000000,-26400000,-150000000,42000000,-32500000,-72000000,28300000,-54000000,-12900000,6320000,-22200000,-1900000,2000000,-2110000,36700000,14100000,15000000,2300000,198000000,-226000000,-85100000,20000000,69000000,-26600000,283400,-22800000,6000000,-16500000,6290000,-909000,-3940000,-2680000,400000,52000000,-9500000,-20600000
2018/3/13,21241400,-79000000,-32100000,15500000,-9140000,255000000,-312000000,-39300000,-2000000,-262000000,-49000000,-281000000,32000000,-55200000,-125000000,15500000,-57000000,-33000000,1100000,-20700000,-25700000,6400000,-3120000,59700000,5600000,-3000000,-18500000,-106000000,-1000000,-202100000,37000000,28000000,-256800000,-1196800,-258900000,-1800000,-35400000,2130000,-4070000,-4400000,-8310000,13700000,71000000,-19400000,-264000000
2018/3/14,32368700,-96000000,-53000000,15000000,-16960000,249000000,98000000,-62700000,-33000000,-292000000,-145500000,-422000000,51000000,-84700000,-174000000,1600000,-38000000,-44700000,40000,-15000000,-54800000,20500000,140000,67700000,-7700000,-39000000,-22800000,270000000,-542000000,-204800000,99000000,-31000000,-435700000,-2949340,-444500000,-7000000,-50300000,1680000,-5463000,-10580000,-8030000,13000000,97000000,-24400000,-458400000
2018/3/15,31140900,-109000000,-57900000,13500000,-26940000,199000000,264000000,-65700000,-81000000,-295000000,-197200000,-612000000,71000000,-119300000,-204000000,-24500000,8000000,-44600000,2670000,5200000,-85900000,45700000,3740000,66500000,-25500000,-85000000,-5300000,376000000,-765000000,-279400000,248000000,-98000000,-557800000,-6977962,-576200000,-9100000,-56700000,460000,-3871000,-9740000,-3650000,16300000,130000000,-28500000,-600100000
2018/3/16,25838100,-143000000,-53200000,18400000,-31650000,129000000,270000000,-68100000,-156000000,-301000000,-134400000,-752000000,92000000,-144400000,-242000000,-7600000,40000000,-48000000,9310000,-5800000,-113200000,69800000,8200000,67200000,-43900000,-143000000,19900000,302000000,-717000000,-391600000,392000000,-155000000,-619700000,-5740448,-641400000,-8500000,-63600000,-800000,-2479000,-15620000,1050000,14800000,160000000,-33300000,-673300000
2018/3/17,16754300,-173000000,-39700000,26200000,-32080000,3000000,476000000,-64100000,-233000000,-255000000,-234500000,-803000000,133000000,-154200000,-268000000,44600000,177000000,-40500000,27260000,-37500000,-134700000,98500000,13120000,44300000,-56200000,-320000000,57500000,385000000,-978000000,-226500000,636000000,-330000000,-569900000,-4301270,-594400000,-1400000,-59300000,2080000,-1691000,-24130000,9280000,-1300000,186000000,-33800000,-630500000
2018/3/18,11231900,-187000000,-24900000,36600000,-28740000,73000000,522000000,-31600000,-226000000,-311000000,-167000000,-738000000,169000000,-157800000,-281000000,94800000,268000000,-36900000,24060000,-85000000,-149800000,123800000,19320000,16100000,-63800000,-459000000,93600000,538000000,-1012000000,-198300000,750000000,-459000000,-424800000,-2486380,-443700000,6700000,-55700000,6830000,967000,-4710000,16170000,2100000,219000000,-33000000,-477300000
2018/3/19,3182600,-181000000,-4600000,38300000,-24810000,6000000,434000000,-12200000,-279000000,-291000000,-136400000,-1051000000,230000000,-146900000,-274000000,30800000,320000000,-20400000,35550000,-1100000,-151700000,144700000,22670000,-7100000,-59300000,-421000000,136000000,415000000,-866000000,-414900000,1105000000,-370000000,-149800000,-1293500,-162500000,15200000,-39300000,12300000,1164000,-3650000,21450000,-18600000,242000000,-25000000,-180800000
2018/3/20,-2314200,-184000000,7400000,41200000,-20830000,168000000,582000000,400000,-280000000,-447000000,0,-733000000,292000000,-145100000,-284000000,18400000,266000000,-13400000,25410000,8100000,-150300000,157400000,23870000,18700000,-49900000,-355000000,167600000,752000000,-1028000000,-159200000,716000000,-211000000,72800000,9500,70400000,20600000,-30100000,14920000,470000,-4600000,24520000,-34500000,274000000,-18400000,68900000
2018/3/21,-7618400,-157000000,20700000,27600000,-14490000,-30000000,340000000,12300000,-250000000,-212000000,-219900000,-832000000,285000000,-115200000,-232000000,35800000,363000000,13800000,38760000,11700000,-126900000,138600000,23320000,35500000,-35600000,-430000000,152200000,340000000,-767000000,-62200000,994000000,-252000000,283000000,1575500,292300000,26600000,-400000,18330000,97000,-6320000,25410000,-50000000,236000000,-11000000,310700000
2018/3/22,-16378300,-107000000,33000000,26300000,-6180000,68000000,-81000000,38400000,-176000000,-229000000,68000000,-583000000,320000000,-94000000,-200000000,33600000,302000000,27000000,25900000,7400000,-93200000,122200000,21570000,30900000,-11100000,-355000000,156400000,51000000,-68000000,-135400000,725000000,-135000000,484600000,3013110,500500000,32400000,17000000,20100000,995000,2670000,25530000,-49500000,255000000,-1900000,532000000
2018/3/23,-35953440,-80000000,46600000,21400000,2380000,94000000,186000000,69600000,-103000000,-177000000,-188600000,-363000000,326000000,-59500000,-160000000,71000000,214000000,46900000,25570000,-19300000,-53300000,105800000,19310000,3200000,19300000,-272000000,167500000,386000000,-535000000,283500000,559000000,-15000000,742500000,5526680,766400000,38300000,39900000,18940000,2106000,2130000,28200000,-62300000,232000000,9400000,807700000
2018/3/24,-51545060,-53000000,53100000,26700000,8820000,230000000,66000000,99800000,-23000000,-227000000,-79100000,-251000000,304000000,-34600000,-111000000,69200000,217000000,45300000,22980000,-11800000,-9200000,79100000,17600000,-2500000,42000000,-243000000,164600000,434000000,-357000000,184500000,502000000,40000000,873600000,9013870,905400000,40400000,40100000,18590000,6042000,7940000,32250000,-60800000,204000000,14900000,950900000
2018/3/25,-50865600,-54000000,51900000,31500000,9430000,269000000,14000000,102200000,11000000,-236000000,41800000,-172000000,264000000,-20100000,-90000000,85100000,156000000,37200000,30780000,-21500000,6900000,56200000,18500000,14200000,40000000,-177000000,132500000,421000000,-195000000,67400000,379000000,83000000,818000000,8627740,848500000,38200000,30300000,19220000,7684000,12240000,34110000,-56100000,171000000,15300000,887500000
2018/3/26,-30507900,-62000000,29400000,25100000,1360000,267000000,-67000000,56100000,4000000,-251000000,-26000000,-231000000,194000000,-35300000,-95000000,63600000,97000000,17200000,26740000,-20200000,-6500000,42800000,15510000,27800000,22500000,-129000000,87400000,276000000,-203000000,-700000,299000000,49000000,450900000,4453800,470500000,24200000,8600000,15340000,4830000,2240000,24560000,-40800000,136000000,4000000,490900000
2018/3/27,11729000,-89000000,-35000000,16800000,-15040000,223000000,128000000,-40300000,-57000000,-285000000,-166400000,-433000000,96000000,-85700000,-171000000,20700000,27000000,-23000000,8830000,-17700000,-50100000,38600000,-2720000,53300000,-3100000,-97000000,25000000,305000000,-581000000,-118500000,223000000,-33000000,-218500000,-272000,-214700000,3500000,-31100000,7250000,-3666000,-17620000,-6240000,-1200000,129000000,-28400000,-214900000
2018/3/28,55243200,-137000000,-79600000,15800000,-30960000,177000000,417000000,-104200000,-126000000,-317000000,-168000000,-673000000,41000000,-140900000,-232000000,-15900000,1000000,-58000000,300000,-3000000,-109500000,54100000,-1620000,75600000,-39400000,-99000000,-17400000,465000000,-910000000,-354300000,269000000,-128000000,-696600000,-4896000,-709600000,-15000000,-70800000,-3970000,-9155000,-14300000,-15650000,27400000,126000000,-43100000,-729100000
2018/3/29,60868440,-188000000,-86900000,16900000,-40980000,6000000,404000000,-128800000,-249000000,-278000000,-186900000,-806000000,52000000,-169900000,-291000000,3600000,95000000,-74100000,15530000,-22500000,-154600000,83200000,7360000,69300000,-70000000,-236000000,-6500000,245000000,-883000000,-346200000,444000000,-319000000,-921700000,-9250940,-948700000,-21900000,-91200000,-3070000,-8941000,-24910000,-9040000,19500000,140000000,-46600000,-985200000
2018/3/30,36950360,-213000000,-67800000,32700000,-42400000,126000000,583000000,-82800000,-250000000,-401000000,-70000000,-884000000,78000000,-187000000,-319000000,41400000,196000000,-76600000,13670000,-62800000,-175200000,114100000,15820000,39400000,-86500000,-387000000,43300000,586000000,-1070000000,-517900000,663000000,-472000000,-884500000,-9951570,-918700000,-14200000,-97400000,-2190000,-1728000,-9310000,2790000,33800000,191000000,-51200000,-964100000
2018/3/31,19404200,-218000000,-42400000,48400000,-37320000,195000000,780000000,-36400000,-266000000,-482000000,57900000,-1183000000,154000000,-191700000,-331000000,-35200000,338000000,-62400000,22190000,33500000,-190800000,144300000,23240000,49900000,-92500000,-436000000,91400000,901000000,-1221000000,-851600000,1014000000,-457000000,-680100000,-4550790,-709100000,100000,-85000000,4290000,2053000,6270000,15500000,28600000,252000000,-45000000,-753700000
2018/4/1,8662100,-219000000,-20300000,57700000,-31830000,300000000,814000000,-1000000,-268000000,-580000000,67000000,-1011000000,229000000,-183200000,-338000000,-29700000,347000000,-48300000,16810000,33400000,-192500000,164900000,25820000,70600000,-83000000,-444000000,131600000,1090000000,-1337000000,-600900000,871000000,-371000000,-387100000,-2242800,-405800000,12400000,-70200000,10620000,3330000,18290000,21590000,14400000,293000000,-35300000,-434600000
2018/4/2,-1932500,-195000000,800000,48100000,-21930000,444000000,11000000,47900000,-189000000,-632000000,198800000,-902000000,259000000,-160100000,-294000000,-26900000,391000000,-16500000,24500000,53600000,-168100000,184400000,27390000,69100000,-53700000,-444000000,205700000,505000000,-443000000,-648600000,900000000,-206000000,110700000,-145000,107000000,22000000,-35000000,15790000,4396000,39190000,23790000,9100000,289000000,-24900000,96900000
2018/4/3,-947800,-147000000,1000000,33100000,-20430000,359000000,400000000,36200000,-119000000,-477000000,-6400000,-745000000,242000000,-144400000,-254000000,-20400000,260000000,-6900000,12910000,33900000,-133000000,134000000,23170000,40300000,-40900000,-317000000,135900000,796000000,-882000000,-375900000,674000000,-181000000,34500000,85200,33500000,19500000,-23400000,14390000,3300000,30690000,20550000,5700000,266000000,-19900000,37800000
2018/4/4,-8011100,-110000000,13100000,26800000,-13030000,201000000,417000000,32500000,-121000000,-314000000,-36600000,-609000000,265000000,-109600000,-206000000,32500000,188000000,10300000,17260000,-7300000,-94600000,106800000,18440000,39200000,-14400000,-264000000,121000000,667000000,-762000000,-176000000,591000000,-95000000,251200000,1531100,259900000,23600000,-2300000,15820000,1324000,12440000,19390000,-22900000,242000000,-9100000,278000000
2018/4/5,-14019600,-83000000,23000000,16500000,-3260000,201000000,278000000,31000000,-84000000,-273000000,-169600000,-353000000,256000000,-63300000,-170000000,48700000,130000000,27700000,17090000,-18200000,-49900000,76000000,14440000,12700000,13400000,-193000000,106300000,533000000,-712000000,175300000,400000000,-21000000,414900000,2691770,428500000,28100000,21300000,17190000,301000,880000,18460000,-41000000,200000000,400000,453700000
2018/4/6,-23066600,-63000000,26400000,21200000,6980000,265000000,-228000000,48300000,-8000000,-258000000,-20800000,-195000000,215000000,-31300000,-113000000,48300000,92000000,22000000,13150000,-16900000,-9200000,45300000,11550000,18400000,36800000,-130000000,87200000,111000000,-40000000,69400000,265000000,60000000,512700000,4007780,530600000,28300000,22000000,15450000,1072000,3790000,17460000,-39500000,153000000,6200000,559400000
2018/4/7,-30071900,-46000000,26300000,23600000,9880000,246000000,-54000000,64100000,16000000,-214000000,44700000,-62000000,166000000,-14700000,-70000000,58600000,36000000,16600000,13220000,-24400000,19600000,20800000,9150000,35000000,43900000,-62000000,70200000,280000000,-106000000,62000000,107000000,136000000,522500000,5369750,542000000,25400000,18100000,11830000,3098000,9900000,16420000,-29600000,112000000,9600000,570300000
2018/4/8,-32741400,-33000000,25600000,24100000,7310000,189000000,-3000000,67800000,40000000,-136000000,65500000,-14000000,123000000,-6700000,-28000000,55700000,17000000,17200000,14030000,-21800000,35400000,5300000,6760000,14800000,40600000,-23000000,54900000,276000000,-58000000,20800000,92000000,132000000,501800000,5334830,520200000,23400000,14400000,11920000,4764000,10220000,15810000,-26900000,71000000,11100000,544700000
2018/4/9,-26337400,-32000000,20400000,22600000,4680000,118000000,186000000,49700000,31000000,-76000000,23600000,-8000000,104000000,-4300000,-20000000,53400000,-3000000,14800000,14980000,-22100000,34300000,-900000,6730000,-1500000,33500000,-1000000,39900000,371000000,-231000000,54500000,82000000,108000000,414300000,4183770,430000000,19300000,9300000,11250000,4195000,3000000,14710000,-29100000,51000000,11500000,449300000
2018/4/10,-13970100,-47000000,4300000,20000000,-50000,166000000,72000000,25400000,11000000,-147000000,12000000,-84000000,84000000,-22300000,-53000000,44800000,-24000000,-800000,9450000,-26200000,18300000,200000,3320000,18200000,24900000,0,22600000,273000000,-203000000,-15800000,57000000,87000000,215400000,2517700,226400000,11800000,-5800000,7900000,2234000,220000,7880000,-17100000,59000000,2000000,238000000
2018/4/11,377100,-69000000,-15500000,20400000,-2430000,257000000,-321000000,-9600000,0,-259000000,-17800000,-233000000,76000000,-43400000,-112000000,29000000,-24000000,-19100000,4370000,-25300000,-5500000,5200000,-1740000,42900000,17400000,-25000000,5600000,-74000000,45000000,-138700000,85000000,40000000,-45500000,193300,-42000000,7300000,-19800000,6860000,-1449000,-7090000,-2150000,-2700000,88000000,-12900000,-40100000
2018/4/12,25703500,-91000000,-44000000,17800000,-11530000,224000000,50000000,-57900000,-37000000,-268000000,-164300000,-386000000,80000000,-77300000,-171000000,7300000,-8000000,-39000000,-780000,-15600000,-41400000,17900000,-2460000,57300000,1200000,-60000000,-13000000,207000000,-486000000,-111900000,124000000,-34000000,-316300000,-1436600,-319000000,-2000000,-42000000,2240000,-5352000,-15120000,-7850000,4500000,114000000,-23800000,-325000000
2018/4/13,38188400,-110000000,-64000000,14900000,-24220000,111000000,377000000,-81600000,-107000000,-229000000,-284100000,-562000000,90000000,-118300000,-214000000,-4900000,23000000,-46100000,270000,-11200000,-82700000,40900000,1640000,60600000,-22500000,-113000000,-11300000,388000000,-897000000,-94700000,235000000,-122000000,-522800000,-3890990,-534500000,-8800000,-56300000,1120000,-6846000,-19460000,-7800000,6800000,137000000,-29500000,-552000000
2018/4/14,35104500,-149000000,-66900000,21400000,-31240000,111000000,327000000,-81800000,-189000000,-317000000,-136000000,-761000000,100000000,-151400000,-253000000,-3400000,70000000,-57400000,5590000,-16900000,-118600000,72000000,6400000,62900000,-45300000,-184000000,13000000,331000000,-790000000,-356700000,424000000,-211000000,-650400000,-7852189,-672200000,-11300000,-71200000,-430000,-4587000,-17580000,-2220000,11400000,163000000,-34900000,-700800000
2018/4/15,26544300,-183000000,-58200000,28500000,-34650000,-11000000,541000000,-81300000,-263000000,-271000000,-188000000,-850000000,135000000,-167900000,-302000000,32900000,226000000,-58800000,16190000,-42700000,-144900000,97800000,11590000,29700000,-64100000,-382000000,44300000,416000000,-1015000000,-290100000,689000000,-435000000,-694700000,-6720961,-721400000,-7700000,-76100000,-150000,-2689000,-25180000,4420000,6300000,203000000,-39000000,-757900000
2018/4/16,16301500,-197000000,-41100000,40400000,-31200000,6000000,551000000,-60900000,-276000000,-299000000,-187000000,-674000000,178000000,-170900000,-308000000,58900000,152000000,-52400000,11760000,-66400000,-160100000,122600000,17530000,27500000,-72300000,-334000000,80200000,465000000,-1050000000,-57900000,485000000,-355000000,-566300000,-3565460,-589000000,1700000,-71000000,4820000,-972000,-22370000,13750000,-4800000,230000000,-37400000,-626900000
2018/4/17,7717200,-213000000,-19900000,47700000,-26630000,236000000,725000000,-16700000,-266000000,-513000000,-16000000,-820000000,229000000,-172700000,-322000000,-14900000,288000000,-40000000,12510000,16100000,-172600000,155500000,21690000,43800000,-67700000,-392000000,135500000,924000000,-1263000000,-325900000,698000000,-316000000,-318500000,-2292900,-337200000,11400000,-57600000,9080000,1370000,2130000,19160000,-1200000,272000000,-31700000,-366800000
2018/4/18,342500,-202000000,-1900000,50400000,-22310000,58000000,704000000,2800000,-278000000,-337000000,-140900000,-924000000,265000000,-155700000,-296000000,-16500000,331000000,-29300000,15180000,29800000,-171400000,173200000,24240000,16000000,-60700000,-412000000,176100000,758000000,-1184000000,-243400000,925000000,-283000000,-34300000,-483700,-40400000,17800000,-46100000,13400000,1431000,4390000,23340000,-17000000,274000000,-23600000,-48600000
2018/4/19,-6449800,-174000000,13900000,30900000,-13230000,1000000,274000000,9600000,-268000000,-264000000,-178800000,-878000000,301000000,-123100000,-265000000,20500000,368000000,6100000,31540000,17700000,-136700000,146400000,22760000,-300000,-43500000,-435000000,158000000,298000000,-710000000,-118900000,1038000000,-301000000,228700000,1042800,233400000,26000000,-6000000,18070000,86000,-6790000,24700000,-48600000,254000000,-11900000,244100000
2018/4/20,-12503200,-124000000,23800000,32200000,-8050000,73000000,306000000,30600000,-186000000,-248000000,-126000000,-617000000,313000000,-107500000,-219000000,54000000,251000000,14100000,20720000,-21800000,-110300000,131900000,21000000,9700000,-20700000,-345000000,157800000,430000000,-672000000,23900000,720000000,-166000000,372000000,2293730,383300000,29800000,4600000,18830000,953000,3450000,24030000,-42000000,263000000,-4700000,409200000
2018/4/21,-32372100,-81000000,41600000,27600000,2590000,84000000,209000000,66400000,-120000000,-183000000,-125700000,-446000000,346000000,-74000000,-170000000,64800000,260000000,39400000,19440000,-21100000,-65800000,116100000,18810000,1500000,13100000,-328000000,174900000,396000000,-504000000,172300000,659000000,-72000000,713700000,4995500,735900000,38400000,33700000,19250000,1760000,4440000,26920000,-58500000,256000000,8600000,774400000
2018/4/22,-48711700,-62000000,46300000,28000000,8320000,171000000,55000000,86000000,-74000000,-221000000,-116500000,-304000000,328000000,-48200000,-134000000,52400000,245000000,40500000,15700000,-3500000,-24400000,89100000,15620000,-2900000,34000000,-271000000,168400000,350000000,-377000000,245000000,541000000,5000000,833100000,8592720,863700000,38900000,36300000,17220000,4545000,-830000,29630000,-66400000,225000000,14500000,908400000
2018/4/23,-53754800,-60000000,48400000,33800000,11780000,235000000,-184000000,98100000,-24000000,-237000000,36400000,-197000000,302000000,-29900000,-114000000,81900000,205000000,36300000,22820000,-25900000,-2800000,71000000,16380000,5200000,38000000,-236000000,154100000,184000000,-1000000,121400000,438000000,36000000,844100000,8672050,874400000,40400000,32700000,19570000,6939000,4700000,33190000,-63500000,200000000,15600000,915100000
2018/4/24,-40466300,-66000000,35200000,30400000,5490000,224000000,25000000,70700000,-18000000,-225000000,-37500000,-231000000,257000000,-37400000,-113000000,72000000,157000000,22700000,24790000,-24400000,-11100000,58200000,18770000,7200000,22800000,-192000000,115100000,346000000,-279000000,100300000,386000000,6000000,600800000,5877900,623900000,30600000,15600000,17950000,6014000,10000,31300000,-56700000,172000000,11500000,650000000
2018/4/25,1318000,-83000000,-12300000,20500000,-9130000,193000000,203000000,-18600000,-73000000,-263000000,-171000000,-384000000,166000000,-77500000,-167000000,36300000,90000000,-10000000,10190000,-22000000,-47000000,52300000,2540000,35200000,-300000,-155000000,57700000,382000000,-635000000,29700000,297000000,-54000000,24600000,1433300,34800000,10500000,-18200000,8360000,-1522000,-16940000,3750000,-21400000,161000000,-18100000,42400000
2018/4/26,30594400,-127000000,-65900000,20000000,-23460000,114000000,92000000,-81300000,-143000000,-269000000,-206300000,-624000000,95000000,-129900000,-232000000,300000,43000000,-46600000,-40000,-16800000,-95800000,59900000,-4560000,59400000,-29900000,-146000000,16700000,105000000,-575000000,-195200000,311000000,-137000000,-524000000,-3259100,-531500000,-5500000,-55000000,810000,-7508000,-25000000,-12980000,8800000,153000000,-37900000,-544900000
2018/4/27,63098600,-174000000,-85700000,22000000,-33870000,67000000,281000000,-128100000,-248000000,-334000000,-72000000,-756000000,85000000,-163400000,-288000000,13900000,87000000,-72800000,5340000,-33100000,-146000000,80200000,2400000,70700000,-61100000,-231000000,-3700000,192000000,-696000000,-371000000,407000000,-282000000,-797900000,-5737900,-815800000,-18100000,-85600000,-2840000,-10526000,-26330000,-13080000,16300000,163000000,-43700000,-841700000
